,Balcony,Brick,Dist,Floor,Kitchen_Area,Living_Area,Metro_Dist,NFloors,New,Price,Rooms,Tel,Total_Area,Walk
406,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
407,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
408,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
409,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
410,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
411,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
412,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
413,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
414,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
415,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
416,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
417,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
418,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
419,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
420,0.0,1.0,0.0007309141059999291,4.0,10.0,47.0,5.0,9.0,0.0,24800000.0,2,1,70.0,1.0
421,1.0,1.0,0.00422274464799986,3.0,NaN,NaN,5.0,18.0,0.0,35980000.0,2,NaN,88.8,1.0
422,0.0,1.0,8.127986000006673e-05,2.0,10.0,23.0,10.0,9.0,0.0,16900000.0,1,1,47.0,1.0
423,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
424,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
425,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
426,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
427,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
428,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
429,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
430,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
431,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
432,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
433,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
434,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
435,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
436,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
437,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
438,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
439,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
440,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
441,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
442,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
443,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
444,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
445,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
446,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
447,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
448,0.0,1.0,0.0011308877840000768,10.0,NaN,100.0,5.0,12.0,0.0,125000000.0,3,NaN,205.8,1.0
449,1.0,1.0,0.002504056129999855,4.0,13.9,50.2,5.0,13.0,0.0,73000000.0,3,NaN,104.7,1.0
450,0.0,0.0,0.0008401519299998913,3.0,19.0,96.0,10.0,10.0,0.0,61500000.0,2,1,120.0,1.0
451,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
452,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
453,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
454,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
455,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
456,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
457,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
458,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
459,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
460,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
461,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
462,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
463,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
464,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
465,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
466,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
467,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
468,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
469,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
470,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
471,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
472,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
473,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
474,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
475,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
476,1.0,1.0,0.002734838460999839,5.0,15.0,95.0,5.0,14.0,0.0,80000000.0,4,1,139.0,1.0
477,1.0,1.0,0.0014548719889997965,3.0,18.0,94.0,8.0,7.0,0.0,111272734.0,4,NaN,179.6,1.0
478,0.0,0.0,0.0003323997219999231,3.0,20.0,65.0,5.0,6.0,0.0,42390855.0,3,1,117.0,1.0
479,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
480,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
481,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
482,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
483,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
484,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
485,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
486,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
487,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
488,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
489,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
490,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
491,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
492,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
493,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
494,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
495,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
496,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
497,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
498,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
499,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
500,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
501,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
502,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
503,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
504,0.0,1.0,0.004424929692999672,3.0,7.7,50.8,13.0,5.0,0.0,15500000.0,4,1,70.4,1.0
505,0.0,1.0,0.006296856524999762,47.0,NaN,40.0,2.0,75.0,1.0,46919894.0,2,NaN,81.4,1.0
506,1.0,1.0,0.001445294201000084,4.0,31.0,121.0,5.0,7.0,0.0,107700000.0,4,1,182.0,1.0
507,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
508,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
509,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
510,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
511,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
512,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
513,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
514,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
515,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
516,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
517,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
518,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
519,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
520,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
521,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
522,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
523,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
524,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
525,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
526,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
527,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
528,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
529,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
530,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
531,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
532,1.0,1.0,0.0006898218819998441,10.0,35.0,54.0,8.0,10.0,0.0,44500000.0,4,1,122.0,1.0
533,0.0,0.0,0.0007904023009999979,1.0,NaN,NaN,10.0,9.0,0.0,782600400.0,,NaN,404.6,1.0
534,1.0,1.0,0.005164305588999477,4.0,10.0,55.3,15.0,18.0,0.0,24000000.0,2,NaN,72.0,1.0
535,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
536,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
537,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
538,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
539,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
540,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
541,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
542,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
543,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
544,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
545,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
546,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
547,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
548,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
549,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
550,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
551,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
552,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
553,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
554,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
555,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
556,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
557,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
558,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
559,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
560,1.0,1.0,0.0007927384899998775,8.0,NaN,NaN,5.0,13.0,1.0,20732000.0,1,NaN,56.8,1.0
561,0.0,1.0,0.0008770346320000964,5.0,NaN,48.0,6.0,11.0,1.0,89659919.0,2,NaN,98.2,1.0
562,0.0,0.0,0.003424318720999923,1.0,NaN,15.9,6.0,NaN,1.0,4116245.0,1,NaN,15.9,1.0
563,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
564,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
565,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
566,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
567,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
568,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
569,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
570,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
571,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
572,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
573,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
574,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
575,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
576,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
577,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
578,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
579,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
580,1.0,0.0,0.0100053463119993,2.0,10.0,18.0,10.0,12.0,0.0,6400000.0,1,1,34.0,1.0
581,0.0,0.0,0.003424318720999923,3.0,NaN,33.4,6.0,NaN,1.0,6437035.0,1,NaN,33.4,1.0
582,0.0,1.0,0.003424318720999923,3.0,NaN,18.0,6.0,4.0,1.0,6437035.0,1,NaN,33.5,1.0
583,0.0,1.0,0.003424318720999923,4.0,NaN,16.0,6.0,4.0,1.0,6449418.0,1,NaN,28.5,1.0
584,1.0,1.0,0.004265930408000018,5.0,5.6,18.6,10.0,5.0,0.0,6500000.0,1,1,30.7,1.0
585,0.0,1.0,0.009361539434000329,2.0,6.0,20.5,11.0,5.0,0.0,6500000.0,1,1,36.8,1.0
586,1.0,1.0,0.003829077784999889,5.0,5.6,20.2,5.0,9.0,0.0,6600000.0,1,NaN,33.1,1.0
587,1.0,1.0,0.003829077784999889,5.0,6.0,18.0,5.0,9.0,0.0,6600000.0,2,NaN,33.1,1.0
588,1.0,1.0,0.0007253660559999177,6.0,20.0,50.0,12.0,8.0,1.0,27786800.0,2,NaN,78.5,1.0
589,0.0,0.0,0.00032394054599998274,5.0,10.0,112.0,8.0,6.0,0.0,117390060.0,4,1,160.0,1.0
590,1.0,0.0,0.0003323997219999231,3.0,15.0,81.0,6.0,5.0,0.0,43191533.0,3,NaN,117.0,1.0
591,0.0,1.0,0.003424318720999923,2.0,NaN,10.0,6.0,5.0,1.0,4814581.0,1,NaN,17.3,1.0
592,0.0,1.0,0.0034749054169998816,2.0,NaN,17.3,5.0,6.0,0.0,4814581.0,1,1,17.3,1.0
593,0.0,0.0,0.0034276795930003575,1.0,7.0,20.0,4.0,9.0,0.0,5300000.0,1,1,32.0,1.0
594,0.0,0.0,0.003424318720999923,5.0,NaN,18.3,6.0,NaN,1.0,5377566.0,1,NaN,18.3,1.0
595,0.0,1.0,0.003424318720999923,5.0,NaN,10.0,6.0,5.0,1.0,5377566.0,1,NaN,18.3,1.0
596,0.0,1.0,0.0034749054169998816,2.0,NaN,23.7,5.0,6.0,0.0,5496232.0,1,1,23.7,1.0
597,1.0,0.0,0.005539907825000261,1.0,9.6,20.0,10.0,1.0,0.0,5550000.0,1,NaN,37.4,1.0
598,1.0,1.0,0.009283241028999375,3.0,6.0,16.0,NaN,5.0,0.0,5900000.0,1,1,30.0,0.0
599,0.0,0.0,0.009162976656999566,1.0,10.0,20.0,13.0,12.0,0.0,6000000.0,1,NaN,35.0,1.0
600,1.0,1.0,0.003615283701000061,12.0,9.6,20.1,10.0,12.0,0.0,6000000.0,1,1,35.1,0.0
601,1.0,1.0,0.003955642860999678,2.0,8.0,21.0,12.0,5.0,0.0,6100000.0,1,1,34.0,1.0
602,1.0,0.0,0.003615283701000061,12.0,10.0,20.0,10.0,12.0,0.0,6100000.0,1,1,36.0,1.0
603,0.0,0.0,0.003424318720999923,4.0,NaN,25.5,6.0,NaN,1.0,6258687.0,1,NaN,25.5,1.0
604,0.0,1.0,0.003424318720999923,4.0,NaN,15.0,6.0,4.0,1.0,6258687.0,1,NaN,25.5,1.0
605,0.0,1.0,0.003424318720999923,3.0,29.5,NaN,5.0,4.0,1.0,6325576.0,1,NaN,29.5,1.0
606,0.0,1.0,0.003424318720999923,3.0,NaN,17.0,6.0,4.0,1.0,6325576.0,1,NaN,30.0,1.0
607,0.0,1.0,0.003464304040000207,3.0,NaN,29.5,5.0,6.0,0.0,6325576.0,1,1,29.5,1.0
